symbol,date,open,high,low,close,volume
NABIL,2024-12-13,1098.2,1107.79,1088.68,1103.67,52173
NABIL,2024-12-16,1103.67,1108.98,1095.51,1102.0,35722
NABIL,2024-12-17,1099.21,1116.2,1091.56,1101.13,57866
NABIL,2024-12-18,1114.18,1126.06,1094.18,1112.43,40443
NABIL,2024-12-19,1107.43,1115.75,1105.81,1110.04,41361
NABIL,2024-12-20,1113.27,1126.33,1103.94,1108.92,45325
NABIL,2024-12-23,1108.04,1118.43,1090.94,1107.19,53279
NABIL,2024-12-24,1100.07,1104.05,1092.34,1102.49,33546
NABIL,2024-12-25,1127.47,1146.88,1119.77,1122.52,40531
NABIL,2024-12-26,1136.22,1160.91,1124.04,1141.75,62115
NABIL,2024-12-27,1138.64,1156.29,1118.66,1133.39,41072
NABIL,2024-12-30,1136.09,1143.35,1115.0,1132.12,47285
NABIL,2024-12-31,1136.81,1151.4,1122.48,1131.88,30654
NABIL,2025-01-01,1157.83,1178.48,1138.44,1156.5,45893
NABIL,2025-01-02,1145.19,1160.76,1133.86,1140.88,52556
NABIL,2025-01-03,1138.45,1146.88,1133.62,1140.05,56451
NABIL,2025-01-06,1163.75,1182.98,1148.71,1159.5,45284
NABIL,2025-01-07,1154.0,1167.9,1143.59,1150.57,55932
NABIL,2025-01-08,1161.87,1169.71,1143.91,1157.35,30538
NABIL,2025-01-09,1171.61,1173.5,1158.89,1170.7,46773
NABIL,2025-01-10,1149.12,1164.3,1129.03,1151.58,28489
NABIL,2025-01-13,1170.55,1178.89,1148.31,1166.79,46034
NABIL,2025-01-14,1165.65,1171.09,1153.89,1162.51,30226
NABIL,2025-01-15,1174.62,1191.75,1164.27,1179.91,50202
NABIL,2025-01-16,1183.97,1204.8,1170.4,1181.3,38823
NABIL,2025-01-17,1209.72,1216.5,1193.45,1206.16,29976
NABIL,2025-01-20,1210.16,1237.04,1205.58,1215.93,52321
NABIL,2025-01-21,1215.8,1221.71,1197.15,1216.91,36192
NABIL,2025-01-22,1228.32,1244.47,1219.39,1227.71,37267
NABIL,2025-01-23,1250.66,1267.6,1234.32,1245.0,49272
ADBL,2024-12-13,332.47,336.81,329.08,332.84,33271
ADBL,2024-12-16,332.33,334.84,330.32,330.87,42509
ADBL,2024-12-17,330.08,331.8,324.7,331.08,19727
ADBL,2024-12-18,331.94,337.49,326.37,333.29,27451
ADBL,2024-12-19,334.83,335.3,332.29,333.68,26498
ADBL,2024-12-20,335.49,341.11,333.04,336.78,41793
ADBL,2024-12-23,337.44,342.39,332.2,336.65,23816
ADBL,2024-12-24,336.3,341.25,335.07,335.46,29856
ADBL,2024-12-25,339.71,344.97,335.56,340.14,43161
ADBL,2024-12-26,342.01,344.85,339.0,340.78,38636
ADBL,2024-12-27,335.42,342.26,332.26,336.76,40483
ADBL,2024-12-30,342.74,348.93,338.84,343.36,19538
ADBL,2024-12-31,339.56,340.43,333.94,338.19,43657
ADBL,2025-01-01,339.86,343.51,335.87,338.33,30776
ADBL,2025-01-02,340.11,343.06,337.88,340.81,38580
ADBL,2025-01-03,348.49,353.52,341.75,347.47,31956
ADBL,2025-01-06,339.96,345.0,336.39,341.47,42056
ADBL,2025-01-07,346.84,348.4,341.44,347.36,38815
ADBL,2025-01-08,349.53,350.48,343.34,349.12,37260
ADBL,2025-01-09,352.67,359.48,350.56,354.18,21349
ADBL,2025-01-10,367.75,375.84,363.47,369.28,28778
ADBL,2025-01-13,371.45,377.8,369.83,370.29,38606
ADBL,2025-01-14,374.75,376.12,372.96,375.21,33599
ADBL,2025-01-15,372.21,378.6,366.21,372.49,31910
ADBL,2025-01-16,369.45,374.59,363.15,371.26,22311
ADBL,2025-01-17,373.76,379.72,371.77,375.2,34240
ADBL,2025-01-20,372.02,374.76,365.44,370.31,41565
ADBL,2025-01-21,372.19,379.7,365.57,373.22,44166
ADBL,2025-01-22,379.19,387.08,375.77,380.93,44759
ADBL,2025-01-23,383.36,389.01,382.78,385.0,32693
NICA,2024-12-13,610.09,622.43,607.54,612.81,40243
NICA,2024-12-16,629.14,635.71,622.96,626.04,38979
NICA,2024-12-17,620.25,623.48,611.7,618.09,20220
NICA,2024-12-18,623.0,630.04,611.43,620.18,32699
NICA,2024-12-19,612.19,616.53,601.64,611.47,32696
NICA,2024-12-20,625.71,634.55,619.85,625.58,36850
NICA,2024-12-23,630.72,637.37,628.44,630.39,26530
NICA,2024-12-24,620.55,623.75,617.35,622.82,31517
NICA,2024-12-25,611.87,614.7,601.05,610.63,17584
NICA,2024-12-26,620.79,628.58,613.76,621.72,27311
NICA,2024-12-27,621.8,626.1,613.56,619.3,35274
NICA,2024-12-30,626.67,634.58,624.58,627.32,39088
NICA,2024-12-31,630.73,643.57,624.65,632.97,23189
NICA,2025-01-01,626.81,638.14,620.78,627.07,24811
NICA,2025-01-02,615.28,618.41,604.19,614.46,20214
NICA,2025-01-03,610.9,615.38,601.35,613.18,31990
NICA,2025-01-06,611.35,617.52,609.67,613.3,28151
NICA,2025-01-07,621.23,623.67,611.05,620.19,18189
NICA,2025-01-08,623.31,628.97,613.97,625.38,19290
NICA,2025-01-09,640.62,648.74,631.34,643.06,25628
NICA,2025-01-10,649.05,657.32,637.77,649.02,35636
NICA,2025-01-13,657.8,659.37,654.89,656.96,38430
NICA,2025-01-14,661.82,668.53,658.98,664.74,34459
NICA,2025-01-15,646.93,651.94,639.36,648.98,28394
NICA,2025-01-16,649.62,654.34,642.27,648.85,34441
NICA,2025-01-17,640.42,646.8,636.66,643.4,37839
NICA,2025-01-20,650.77,657.31,640.16,650.69,27540
NICA,2025-01-21,635.75,639.01,627.01,635.54,25927
NICA,2025-01-22,626.54,633.64,617.51,629.56,24782
NICA,2025-01-23,617.64,630.01,612.76,620.0,32869
EBL,2024-12-13,1705.55,1723.4,1684.19,1698.26,10217
EBL,2024-12-16,1726.54,1733.76,1700.38,1721.9,11660
EBL,2024-12-17,1715.15,1723.93,1687.5,1715.02,13497
EBL,2024-12-18,1699.39,1721.52,1673.26,1702.99,12212
EBL,2024-12-19,1718.88,1722.11,1697.22,1718.32,8773
EBL,2024-12-20,1733.16,1771.8,1711.46,1740.76,15473
EBL,2024-12-23,1744.98,1771.29,1736.12,1749.27,13348
EBL,2024-12-24,1753.34,1767.87,1732.18,1753.84,16660
EBL,2024-12-25,1757.45,1788.04,1723.83,1751.66,14690
EBL,2024-12-26,1780.65,1787.92,1742.97,1772.88,14791
EBL,2024-12-27,1776.72,1803.92,1747.66,1775.4,15329
EBL,2024-12-30,1792.27,1804.43,1765.01,1797.63,15520
EBL,2024-12-31,1817.15,1835.13,1792.56,1814.15,16141
EBL,2025-01-01,1826.53,1855.71,1807.29,1828.5,11179
EBL,2025-01-02,1845.92,1857.92,1836.15,1846.61,12426
EBL,2025-01-03,1832.95,1867.81,1811.92,1837.87,12832
EBL,2025-01-06,1880.67,1902.51,1843.06,1873.05,16763
EBL,2025-01-07,1837.03,1849.33,1806.0,1834.68,15316
EBL,2025-01-08,1820.3,1838.63,1813.01,1818.11,15262
EBL,2025-01-09,1846.11,1864.23,1820.68,1852.56,14819
EBL,2025-01-10,1867.27,1896.07,1857.86,1876.02,16137
EBL,2025-01-13,1881.12,1912.28,1850.8,1884.09,15836
EBL,2025-01-14,1904.59,1926.53,1896.12,1911.71,8927
EBL,2025-01-15,1898.06,1928.48,1887.13,1903.21,13800
EBL,2025-01-16,1876.36,1895.55,1847.04,1872.73,10869
EBL,2025-01-17,1890.08,1927.3,1874.8,1896.12,11416
EBL,2025-01-20,1897.43,1930.62,1868.22,1898.15,13255
EBL,2025-01-21,1868.81,1890.1,1835.64,1868.7,16091
EBL,2025-01-22,1880.72,1900.67,1861.1,1872.63,16591
EBL,2025-01-23,1893.92,1900.73,1874.5,1890.0,13458
GBIME,2024-12-13,261.87,267.68,259.39,262.96,73070
GBIME,2024-12-16,263.2,267.98,259.4,264.35,89509
GBIME,2024-12-17,260.57,262.45,256.04,261.34,66372
GBIME,2024-12-18,256.33,256.87,254.93,256.16,65353
GBIME,2024-12-19,254.61,256.77,251.7,254.55,71129
GBIME,2024-12-20,254.89,256.82,254.04,255.77,92119
GBIME,2024-12-23,256.12,257.89,254.31,256.45,62933
GBIME,2024-12-24,264.31,266.54,262.77,265.57,76521
GBIME,2024-12-25,265.72,268.25,261.98,266.98,77225
GBIME,2024-12-26,267.02,269.05,265.84,268.31,50431
GBIME,2024-12-27,274.21,275.59,269.32,273.79,53941
GBIME,2024-12-30,275.81,280.1,274.13,275.2,62305
GBIME,2024-12-31,270.78,271.99,266.81,270.33,89415
GBIME,2025-01-01,270.64,272.64,266.72,271.97,42175
GBIME,2025-01-02,275.94,279.84,272.95,276.82,89216
GBIME,2025-01-03,282.64,284.57,277.92,281.75,61355
GBIME,2025-01-06,282.32,283.89,279.99,282.07,62969
GBIME,2025-01-07,280.01,282.37,276.22,279.86,92246
GBIME,2025-01-08,286.87,287.84,285.18,286.11,67207
GBIME,2025-01-09,291.36,295.61,287.09,290.22,41954
GBIME,2025-01-10,291.63,295.28,289.52,292.3,54740
GBIME,2025-01-13,292.39,297.9,292.02,293.44,69285
GBIME,2025-01-14,287.77,290.35,282.68,288.72,90391
GBIME,2025-01-15,294.18,298.5,290.26,295.31,70832
GBIME,2025-01-16,292.5,296.92,287.83,292.06,41331
GBIME,2025-01-17,291.39,297.22,290.47,292.45,73180
GBIME,2025-01-20,293.77,297.39,289.07,293.48,90397
GBIME,2025-01-21,297.37,299.85,294.64,297.61,43284
GBIME,2025-01-22,299.05,304.11,294.09,300.05,73492
GBIME,2025-01-23,294.25,297.25,290.4,295.0,60051
SBL,2024-12-13,158.07,160.19,157.57,158.57,105771
SBL,2024-12-16,158.19,160.12,156.73,157.71,114118
SBL,2024-12-17,157.77,159.64,155.52,158.17,123999
SBL,2024-12-18,159.66,159.93,158.01,158.96,119545
SBL,2024-12-19,160.17,162.39,159.78,160.68,55942
SBL,2024-12-20,164.43,165.43,163.72,164.1,122814
SBL,2024-12-23,163.94,165.43,162.66,163.21,113787
SBL,2024-12-24,161.35,164.09,158.55,161.65,96069
SBL,2024-12-25,160.31,161.24,157.63,160.75,103207
SBL,2024-12-26,161.91,164.33,159.18,162.17,76019
SBL,2024-12-27,161.19,163.52,159.09,161.12,98183
SBL,2024-12-30,158.61,160.43,155.78,158.0,55261
SBL,2024-12-31,160.11,160.33,159.02,159.52,91264
SBL,2025-01-01,157.19,159.48,156.35,156.51,78546
SBL,2025-01-02,157.31,158.54,155.35,156.89,98298
SBL,2025-01-03,159.13,161.95,157.76,158.54,83331
SBL,2025-01-06,156.57,158.81,154.39,156.69,61403
SBL,2025-01-07,156.96,158.11,154.93,157.19,70190
SBL,2025-01-08,152.1,153.0,151.92,152.8,84045
SBL,2025-01-09,152.71,154.8,150.53,152.88,121309
SBL,2025-01-10,154.7,155.09,152.58,154.26,116253
SBL,2025-01-13,153.96,155.34,152.12,153.28,65439
SBL,2025-01-14,155.95,156.72,154.87,155.18,99878
SBL,2025-01-15,155.32,156.83,152.97,155.15,66117
SBL,2025-01-16,154.11,155.19,153.38,154.55,78504
SBL,2025-01-17,149.44,152.72,149.0,150.1,119724
SBL,2025-01-20,152.89,153.49,150.43,152.14,107627
SBL,2025-01-21,150.83,151.38,149.92,150.54,69536
SBL,2025-01-22,152.21,154.18,151.0,152.63,94914
SBL,2025-01-23,154.37,157.47,152.29,155.0,62762
SCB,2024-12-13,4763.67,4856.35,4748.53,4779.99,3491
SCB,2024-12-16,4726.62,4741.7,4653.31,4711.27,6690
SCB,2024-12-17,4639.47,4724.65,4621.59,4655.26,5633
SCB,2024-12-18,4582.79,4632.6,4548.36,4605.52,7755
SCB,2024-12-19,4592.82,4617.7,4553.64,4586.77,5779
SCB,2024-12-20,4563.8,4576.66,4528.02,4551.06,5784
SCB,2024-12-23,4521.03,4551.83,4467.58,4500.19,7535
SCB,2024-12-24,4459.61,4553.23,4431.49,4477.41,3663
SCB,2024-12-25,4496.88,4564.6,4421.08,4505.85,5968
SCB,2024-12-26,4476.49,4535.21,4399.39,4483.4,7264
SCB,2024-12-27,4415.61,4492.75,4371.7,4394.8,3942
SCB,2024-12-30,4379.08,4385.29,4290.82,4367.8,4809
SCB,2024-12-31,4321.79,4383.21,4294.2,4322.28,5357
SCB,2025-01-01,4346.72,4434.79,4299.97,4356.58,5382
SCB,2025-01-02,4378.58,4457.12,4351.4,4393.36,4349
SCB,2025-01-03,4254.51,4326.05,4225.27,4272.35,4584
SCB,2025-01-06,4239.63,4254.76,4175.65,4220.6,7587
SCB,2025-01-07,4226.5,4280.05,4178.99,4229.9,4588
SCB,2025-01-08,4247.46,4281.26,4215.16,4227.0,4390
SCB,2025-01-09,4249.77,4268.52,4220.35,4262.0,5010
SCB,2025-01-10,4195.57,4233.52,4173.89,4180.33,4191
SCB,2025-01-13,4205.83,4265.56,4169.87,4190.38,7144
SCB,2025-01-14,4247.06,4296.52,4169.21,4236.01,3505
SCB,2025-01-15,4334.24,4384.01,4296.84,4316.08,5517
SCB,2025-01-16,4349.93,4380.3,4322.33,4366.64,5287
SCB,2025-01-17,4371.59,4425.75,4297.67,4384.72,5967
SCB,2025-01-20,4279.91,4352.27,4225.45,4289.82,5399
SCB,2025-01-21,4243.82,4274.17,4195.75,4264.65,5510
SCB,2025-01-22,4260.34,4285.72,4229.75,4256.08,7213
SCB,2025-01-23,4261.89,4269.02,4208.22,4250.0,3830
NBL,2024-12-13,232.01,234.89,229.91,232.12,64360
NBL,2024-12-16,231.06,232.5,227.87,232.03,39510
NBL,2024-12-17,229.72,230.81,228.55,228.87,47214
NBL,2024-12-18,230.08,234.15,228.52,230.82,54221
NBL,2024-12-19,228.52,231.54,225.18,228.4,75860
NBL,2024-12-20,228.2,230.95,223.8,227.12,62129
NBL,2024-12-23,224.19,225.49,221.14,225.15,52676
NBL,2024-12-24,225.37,228.38,223.33,224.54,51063
NBL,2024-12-25,222.77,224.75,222.5,223.12,34322
NBL,2024-12-26,226.14,228.59,222.94,225.32,64085
NBL,2024-12-27,225.58,229.19,224.97,225.61,50899
NBL,2024-12-30,223.07,226.04,222.51,223.57,41731
NBL,2024-12-31,220.58,223.17,219.09,220.31,38295
NBL,2025-01-01,219.72,223.34,215.96,219.24,42898
NBL,2025-01-02,222.25,223.16,220.43,221.2,53964
NBL,2025-01-03,219.4,223.43,217.11,219.95,54943
NBL,2025-01-06,215.43,218.12,212.15,215.73,49568
NBL,2025-01-07,217.91,219.08,215.42,216.9,46706
NBL,2025-01-08,220.58,221.29,219.65,219.98,52292
NBL,2025-01-09,221.66,222.74,218.31,222.24,55158
NBL,2025-01-10,222.99,226.72,220.61,223.35,43384
NBL,2025-01-13,229.7,232.69,225.95,229.43,39861
NBL,2025-01-14,228.25,232.42,226.72,229.32,53197
NBL,2025-01-15,230.49,233.88,227.85,229.7,70297
NBL,2025-01-16,230.1,231.45,227.01,230.78,35059
NBL,2025-01-17,228.9,232.77,224.85,228.82,37884
NBL,2025-01-20,225.1,229.01,222.26,225.21,54614
NBL,2025-01-21,227.8,229.66,227.52,228.85,74504
NBL,2025-01-22,228.18,233.26,226.55,229.32,70282
NBL,2025-01-23,227.9,230.23,225.69,228.0,61548
KBL,2024-12-13,191.75,193.26,188.64,191.02,46723
KBL,2024-12-16,188.34,190.97,186.93,187.76,39076
KBL,2024-12-17,187.79,188.36,185.55,187.19,24909
KBL,2024-12-18,186.52,188.19,184.42,186.84,47642
KBL,2024-12-19,186.27,188.09,183.67,186.48,37022
KBL,2024-12-20,186.49,187.42,185.05,187.0,46744
KBL,2024-12-23,189.32,191.0,186.91,189.09,53175
KBL,2024-12-24,188.82,190.55,185.46,188.78,35967
KBL,2024-12-25,191.57,193.29,190.01,191.8,42307
KBL,2024-12-26,188.69,191.33,187.7,188.49,48389
KBL,2024-12-27,192.37,192.62,188.69,191.5,24969
KBL,2024-12-30,190.7,193.8,187.78,190.42,55275
KBL,2024-12-31,187.29,191.29,185.04,188.11,28062
KBL,2025-01-01,185.99,187.02,183.54,186.02,34848
KBL,2025-01-02,184.62,186.5,181.72,184.06,44836
KBL,2025-01-03,184.39,185.43,181.97,183.99,28737
KBL,2025-01-06,183.9,186.81,181.16,184.49,42029
KBL,2025-01-07,180.04,180.55,178.16,179.66,33176
KBL,2025-01-08,180.07,181.73,178.47,179.24,42855
KBL,2025-01-09,178.45,181.38,178.12,179.27,44549
KBL,2025-01-10,179.14,182.01,176.05,178.57,31708
KBL,2025-01-13,177.27,178.69,176.41,177.07,54384
KBL,2025-01-14,176.7,177.85,175.86,176.96,33777
KBL,2025-01-15,178.3,179.76,176.55,177.73,27868
KBL,2025-01-16,174.29,175.8,172.68,174.08,30257
KBL,2025-01-17,176.16,178.92,173.22,175.74,27874
KBL,2025-01-20,177.5,180.47,176.14,178.35,42739
KBL,2025-01-21,176.93,178.76,175.53,177.4,41093
KBL,2025-01-22,180.89,181.49,178.9,180.01,38046
KBL,2025-01-23,177.87,180.35,176.76,178.0,57391
MBL,2024-12-13,127.63,129.26,126.97,128.15,55668
MBL,2024-12-16,130.84,132.74,130.34,130.63,49941
MBL,2024-12-17,130.49,131.09,130.34,130.62,85057
MBL,2024-12-18,132.4,134.43,131.14,132.35,69668
MBL,2024-12-19,131.22,133.58,129.14,131.76,79938
MBL,2024-12-20,132.28,134.01,129.62,131.91,53414
MBL,2024-12-23,130.98,132.23,128.82,131.29,85562
MBL,2024-12-24,131.71,132.53,130.16,131.64,60722
MBL,2024-12-25,133.17,134.47,132.71,133.03,63245
MBL,2024-12-26,133.28,135.34,130.71,132.63,85239
MBL,2024-12-27,129.78,132.22,128.28,130.28,82570
MBL,2024-12-30,132.95,134.9,131.85,132.46,53493
MBL,2024-12-31,130.25,131.83,128.29,130.8,73287
MBL,2025-01-01,130.27,132.76,129.34,130.47,79756
MBL,2025-01-02,133.45,136.05,133.14,133.95,62743
MBL,2025-01-03,133.02,134.88,130.88,132.88,63530
MBL,2025-01-06,132.49,133.08,130.93,132.62,41497
MBL,2025-01-07,134.78,135.87,134.56,135.42,65912
MBL,2025-01-08,135.94,137.08,133.59,135.31,63711
MBL,2025-01-09,136.77,137.23,135.8,136.85,48997
MBL,2025-01-10,137.23,138.88,134.96,137.07,41151
MBL,2025-01-13,139.79,141.02,137.02,139.39,88499
MBL,2025-01-14,140.15,142.57,139.97,140.77,50171
MBL,2025-01-15,142.29,143.24,140.46,142.8,43165
MBL,2025-01-16,144.37,144.67,142.74,144.09,88592
MBL,2025-01-17,145.19,146.85,142.88,144.73,69683
MBL,2025-01-20,145.73,146.93,143.39,145.69,83008
MBL,2025-01-21,143.1,143.8,141.42,143.18,59044
MBL,2025-01-22,142.96,144.89,141.79,142.49,38599
MBL,2025-01-23,141.88,143.3,139.37,142.0,51217
NLIC,2024-12-13,2754.78,2786.29,2704.62,2751.02,9031
NLIC,2024-12-16,2722.6,2769.14,2697.3,2732.16,10183
NLIC,2024-12-17,2745.08,2764.45,2729.1,2757.72,5853
NLIC,2024-12-18,2681.83,2696.63,2677.17,2693.38,10591
NLIC,2024-12-19,2710.72,2731.1,2678.04,2714.7,10855
NLIC,2024-12-20,2702.5,2713.71,2657.57,2698.15,6040
NLIC,2024-12-23,2649.71,2686.79,2609.77,2645.47,5489
NLIC,2024-12-24,2659.06,2716.83,2624.55,2670.22,10816
NLIC,2024-12-25,2645.82,2665.65,2604.2,2642.53,6204
NLIC,2024-12-26,2672.37,2710.23,2650.47,2669.3,9115
NLIC,2024-12-27,2669.11,2728.22,2657.31,2681.39,7424
NLIC,2024-12-30,2652.74,2682.54,2618.69,2640.07,10666
NLIC,2024-12-31,2706.11,2739.02,2655.02,2697.7,7748
NLIC,2025-01-01,2760.21,2773.51,2716.36,2748.44,8416
NLIC,2025-01-02,2696.78,2729.23,2691.47,2698.41,7053
NLIC,2025-01-03,2699.2,2721.26,2691.31,2709.45,9938
NLIC,2025-01-06,2738.2,2784.89,2729.01,2744.08,11367
NLIC,2025-01-07,2775.89,2790.57,2750.03,2764.31,8619
NLIC,2025-01-08,2810.86,2848.48,2787.83,2801.28,10011
NLIC,2025-01-09,2798.76,2836.64,2795.23,2807.82,12014
NLIC,2025-01-10,2805.94,2829.54,2761.72,2818.82,10508
NLIC,2025-01-13,2793.26,2806.19,2758.24,2784.41,11325
NLIC,2025-01-14,2829.59,2858.5,2800.54,2823.02,8959
NLIC,2025-01-15,2818.9,2854.57,2801.17,2824.61,11558
NLIC,2025-01-16,2814.53,2853.76,2767.76,2810.7,8626
NLIC,2025-01-17,2803.03,2831.48,2787.19,2816.85,12401
NLIC,2025-01-20,2805.0,2838.32,2792.66,2816.28,6792
NLIC,2025-01-21,2874.6,2913.3,2851.39,2873.02,6678
NLIC,2025-01-22,2861.13,2906.32,2836.59,2865.28,5377
NLIC,2025-01-23,2897.54,2902.18,2874.62,2890.0,6781
LICN,2024-12-13,1498.07,1514.77,1491.09,1504.72,13060
LICN,2024-12-16,1512.15,1526.96,1491.93,1507.79,8041
LICN,2024-12-17,1523.2,1538.61,1498.08,1525.83,8696
LICN,2024-12-18,1540.6,1561.41,1537.5,1539.08,15080
LICN,2024-12-19,1530.05,1542.54,1516.89,1527.87,13759
LICN,2024-12-20,1514.3,1532.21,1508.66,1520.1,10159
LICN,2024-12-23,1505.7,1522.25,1482.26,1504.62,9965
LICN,2024-12-24,1483.59,1488.19,1457.5,1486.04,14172
LICN,2024-12-25,1449.71,1467.26,1430.98,1453.01,15148
LICN,2024-12-26,1418.2,1433.44,1413.71,1421.63,14263
LICN,2024-12-27,1394.15,1419.02,1379.91,1398.54,11047
